Date,Values
12-01-2016,45.516
13-01-2016,43.262
14-01-2016,44.192
15-01-2016,43.146
16-01-2016,43.508
17-01-2016,47.828
18-01-2016,42.3
19-01-2016,44.084
20-01-2016,48
21-01-2016,41.856
22-01-2016,43.802
23-01-2016,45.64
24-01-2016,43.472
25-01-2016,43.454
26-01-2016,45.208
27-01-2016,44.32
28-01-2016,45
29-01-2016,44.986
30-01-2016,46.056
31-01-2016,42.324
01-02-2016,46.126
02-02-2016,44.574
03-02-2016,44.72
04-02-2016,43.906
05-02-2016,47.522
06-02-2016,41.056
07-02-2016,44.482
08-02-2016,44.014
09-02-2016,45.458
10-02-2016,45.356
11-02-2016,44.248
12-02-2016,46.338
13-02-2016,46.69
14-02-2016,42.066
15-02-2016,44.624
16-02-2016,44.32
17-02-2016,44.718
18-02-2016,47.3
19-02-2016,44.93
20-02-2016,44.46
21-02-2016,43.192
22-02-2016,47.864
23-02-2016,43.262
24-02-2016,44.578
25-02-2016,48.38
26-02-2016,42.864
27-02-2016,45.928
28-02-2016,43.334
29-02-2016,46.22
01-03-2016,42.958
02-03-2016,46.426
03-03-2016,43.076
04-03-2016,45.074
05-03-2016,48.24
06-03-2016,44.132
07-03-2016,44.202
08-03-2016,47.86
09-03-2016,44.634
10-03-2016,43.262
11-03-2016,44.718
12-03-2016,46.174
13-03-2016,45.352
14-03-2016,49.024
15-03-2016,41.996
16-03-2016,45.282
17-03-2016,47.042
18-03-2016,45.54
19-03-2016,47.23
20-03-2016,44.812
21-03-2016,46.666
22-03-2016,43.098
23-03-2016,45.94
24-03-2016,43.85
25-03-2016,44.578
26-03-2016,46.174
27-03-2016,45.294
28-03-2016,43.616
29-03-2016,45.752
30-03-2016,44.976
31-03-2016,44.94
01-04-2016,50.07
02-04-2016,45.966
03-04-2016,42.418
04-04-2016,44.484
05-04-2016,44.906
06-04-2016,49.014
07-04-2016,42.78
08-04-2016,44.658
09-04-2016,44.752
10-04-2016,47.606
11-04-2016,43.646
12-04-2016,48.042
13-04-2016,43.23
14-04-2016,44.812
15-04-2016,45.752
16-04-2016,43.254
17-04-2016,44.982
18-04-2016,45.944
19-04-2016,45.104
20-04-2016,43.45
21-04-2016,44.484
22-04-2016,47.958
23-04-2016,43.216
24-04-2016,46.488
25-04-2016,46.83
26-04-2016,44.366
27-04-2016,43.122
28-04-2016,44.398
29-04-2016,45.358
30-04-2016,45.66
01-05-2016,47.652
02-05-2016,43.45
03-05-2016,46.76
04-05-2016,44.672
05-05-2016,44.558
06-05-2016,44.53
07-05-2016,48.428
08-05-2016,42.888
09-05-2016,44.836
10-05-2016,46.056
11-05-2016,45.258
12-05-2016,43.262
13-05-2016,45.472
14-05-2016,46.714
15-05-2016,42.864
16-05-2016,47.348
17-05-2016,45.406
18-05-2016,47.298
19-05-2016,46.244
20-05-2016,48.568
21-05-2016,42.324
22-05-2016,46.728
23-05-2016,44.11
24-05-2016,46.238
25-05-2016,47.16
26-05-2016,46.254
27-05-2016,46.08
28-05-2016,45.376
29-05-2016,45.68
30-05-2016,47.06
31-05-2016,46.306
01-06-2016,44.202
02-06-2016,48.616
03-06-2016,41.978
04-06-2016,45.516
05-06-2016,45.338
06-06-2016,44.998
07-06-2016,45.658
08-06-2016,46.944
09-06-2016,45.782
10-06-2016,45.704
11-06-2016,50.906
12-06-2016,46.822
13-06-2016,45.892
14-06-2016,47.184
15-06-2016,43.592
16-06-2016,45.61
17-06-2016,51.198
18-06-2016,44.694
19-06-2016,47.582
20-06-2016,47.254
21-06-2016,45.846
22-06-2016,45.892
23-06-2016,45.22
24-06-2016,48.756
25-06-2016,44.648
26-06-2016,47.348
27-06-2016,45.61
28-06-2016,42.982
29-06-2016,45.78
30-06-2016,46.194
01-07-2016,48.428
02-07-2016,42.384
03-07-2016,46.286
04-07-2016,45.728
05-07-2016,44.296
06-07-2016,49.93
07-07-2016,43.904
08-07-2016,47.574
09-07-2016,44.488
10-07-2016,45.4
11-07-2016,46.456
12-07-2016,47.794
13-07-2016,45.986
14-07-2016,44.93
15-07-2016,45.748
16-07-2016,46.292
17-07-2016,44.154
18-07-2016,48.616
19-07-2016,43.414
20-07-2016,44.062
21-07-2016,45.194
22-07-2016,45.03
23-07-2016,46.82
24-07-2016,45.324
25-07-2016,45.61
26-07-2016,42.09
27-07-2016,46.83
28-07-2016,45.4
29-07-2016,44.766
30-07-2016,48.836
31-07-2016,44.86
01-08-2016,43.99
02-08-2016,45.126
03-08-2016,46.526
04-08-2016,44.14
05-08-2016,48.188
06-08-2016,42.644
07-08-2016,45.962
08-08-2016,45.442
09-08-2016,44.672
10-08-2016,44.612
11-08-2016,48.61
12-08-2016,44.306
13-08-2016,43.848
14-08-2016,46.414
15-08-2016,43.31
16-08-2016,44.836
17-08-2016,46.74
18-08-2016,42.858
19-08-2016,44.296
20-08-2016,46.146
21-08-2016,45.938
22-08-2016,45.704
23-08-2016,45.306
24-08-2016,42.816
25-08-2016,44.062
26-08-2016,44.554
27-08-2016,43.372
28-08-2016,48.616
29-08-2016,42.488
30-08-2016,44.272
31-08-2016,44.296
01-09-2016,46.338
02-09-2016,45.846
03-09-2016,42.652
04-09-2016,47.254
05-09-2016,42.84
06-09-2016,44.436
07-09-2016,44.108
08-09-2016,44.236
09-09-2016,46.268
10-09-2016,44.39
11-09-2016,41.812
12-09-2016,45.422
13-09-2016,44.788
14-09-2016,45.938
15-09-2016,42.512
16-09-2016,45.986
17-09-2016,44.232
18-09-2016,44.414
19-09-2016,50.212
20-09-2016,38.498
21-09-2016,45.07
22-09-2016,45.816
23-09-2016,43.996
24-09-2016,46.032
25-09-2016,44.718
26-09-2016,45.422
27-09-2016,43.428
28-09-2016,48.982
29-09-2016,42.004
30-09-2016,46.5
01-10-2016,42.582
02-10-2016,44.272
03-10-2016,45.542
04-10-2016,43.272
05-10-2016,46.514
06-10-2016,42.686
07-10-2016,46.62
08-10-2016,44.32
09-10-2016,44.418
10-10-2016,47.366
11-10-2016,45.14
12-10-2016,42.794
13-10-2016,44.508
14-10-2016,44.694
15-10-2016,45.118
16-10-2016,47.7
17-10-2016,44.46
18-10-2016,42.934
19-10-2016,46.996
20-10-2016,44.508
21-10-2016,44.296
22-10-2016,48.004
23-10-2016,42.816
24-10-2016,45.774
25-10-2016,46.042
26-10-2016,42.136
27-10-2016,44.484
28-10-2016,46.67
29-10-2016,42.992
30-10-2016,45.182
31-10-2016,46.564
01-11-2016,46.338
02-11-2016,43.966
03-11-2016,49.062
04-11-2016,42.532
05-11-2016,44.624
06-11-2016,44.882
07-11-2016,45.144
08-11-2016,48.654
09-11-2016,42.63
10-11-2016,45.122
11-11-2016,44.802
12-11-2016,46.644
13-11-2016,43.876
14-11-2016,47.208
15-11-2016,46.628
16-11-2016,43.9
17-11-2016,44.648
18-11-2016,45.376
19-11-2016,46.62
20-11-2016,42.864
21-11-2016,47.582
22-11-2016,43.24
23-11-2016,43.224
24-11-2016,47.3
25-11-2016,46.572
26-11-2016,43.618
27-11-2016,46.77
28-11-2016,46.326
29-11-2016,44.99
30-11-2016,45.164
01-12-2016,49.622
02-12-2016,43.334
03-12-2016,46.432
04-12-2016,45.006
05-12-2016,45.09
06-12-2016,46.784
07-12-2016,46.948
08-12-2016,44.79
09-12-2016,45.61
10-12-2016,45.258
11-12-2016,44.586
12-12-2016,47.362
13-12-2016,45.966
14-12-2016,42.378
15-12-2016,45.54
16-12-2016,46.314
17-12-2016,43.736
18-12-2016,47.536
19-12-2016,47.84
20-12-2016,43.262
21-12-2016,47.864
22-12-2016,45.218
23-12-2016,48.858
24-12-2016,44.132
25-12-2016,44.85
26-12-2016,48.262
27-12-2016,44.788
28-12-2016,44.43
29-12-2016,45.006
30-12-2016,47.184
31-12-2016,46.666
01-01-2017,46.402
02-01-2017,46.55
03-01-2017,43.688
04-01-2017,46.744
05-01-2017,45.108
06-01-2017,45.446
07-01-2017,45.376
08-01-2017,46.596
09-01-2017,45.894
10-01-2017,43.434
11-01-2017,47.462
12-01-2017,48.072
13-01-2017,43.498
14-01-2017,48.814
15-01-2017,44.6
16-01-2017,46.572
17-01-2017,44.436
18-01-2017,46.504
19-01-2017,46.854
20-01-2017,47.018
21-01-2017,45.526
22-01-2017,48.524
23-01-2017,45.118
24-01-2017,47.208
25-01-2017,44.114
26-01-2017,48.428
27-01-2017,47.652
28-01-2017,47.816
29-01-2017,45.282
30-01-2017,46.338
31-01-2017,45.542
01-02-2017,49.954
02-02-2017,42.064
03-02-2017,47.652
04-02-2017,46.556
05-02-2017,45.752
06-02-2017,45.916
07-02-2017,47.276
08-02-2017,45.716
09-02-2017,47.006
10-02-2017,46.528
11-02-2017,46.854
12-02-2017,44.128
13-02-2017,47.018
14-02-2017,46.088
15-02-2017,45.822
16-02-2017,49.718
17-02-2017,45.258
18-02-2017,44.578
19-02-2017,47.512
20-02-2017,45.658
21-02-2017,46.996
22-02-2017,47.904
23-02-2017,44.882
24-02-2017,46.644
25-02-2017,44.624
26-02-2017,50.992
27-02-2017,47.536
28-02-2017,50.938
01-03-2017,43.874
02-03-2017,48.098
03-03-2017,48.216
04-03-2017,48.098
05-03-2017,44.93
06-03-2017,47.672
07-03-2017,44.576
08-03-2017,47.184
09-03-2017,47.276
10-03-2017,46.032
11-03-2017,47.098
12-03-2017,49.524
13-03-2017,46.032
14-03-2017,44.508
15-03-2017,48.544
16-03-2017,46.126
17-03-2017,46.22
18-03-2017,49.558
19-03-2017,44.342
20-03-2017,46.636
21-03-2017,46.974
22-03-2017,46.45
23-03-2017,46.354
24-03-2017,51.056
25-03-2017,45.836
26-03-2017,46.526
27-03-2017,47.276
28-03-2017,48.93
29-03-2017,46.996
30-03-2017,48.212
31-03-2017,45.114
01-04-2017,46.526
02-04-2017,47.512
03-04-2017,50.234
04-04-2017,41.996
05-04-2017,47.724
06-04-2017,47.866
07-04-2017,44.084
08-04-2017,48.31
09-04-2017,45.374
10-04-2017,45.54
11-04-2017,49.038
12-04-2017,45.376
13-04-2017,44.624
14-04-2017,45.516
15-04-2017,45.938
16-04-2017,47.17
17-04-2017,46.786
18-04-2017,46.924
19-04-2017,44.038
20-04-2017,50
21-04-2017,44.022
22-04-2017,46.714
23-04-2017,46.55
24-04-2017,48.802
25-04-2017,43.99
26-04-2017,47.958
27-04-2017,46.53
28-04-2017,48.756
29-04-2017,45.328
30-04-2017,48.708
01-05-2017,47.206
02-05-2017,49.39
03-05-2017,45.586
04-05-2017,47.934
05-05-2017,45.752
06-05-2017,47.888
07-05-2017,44.186
08-05-2017,46.362
09-05-2017,48.826
10-05-2017,45.658
11-05-2017,47.716
12-05-2017,48.586
13-05-2017,45.918
14-05-2017,49.17
15-05-2017,47.464
16-05-2017,48.104
17-05-2017,46.072
18-05-2017,50.846
19-05-2017,43.052
20-05-2017,47.966
21-05-2017,47.184
22-05-2017,46.478
23-05-2017,49.812
24-05-2017,46.878
25-05-2017,45.024
26-05-2017,48.1
27-05-2017,44.896
28-05-2017,48.31
29-05-2017,46.83
30-05-2017,47.09
31-05-2017,44.93
01-06-2017,46.204
02-06-2017,46.718
03-06-2017,46.652
04-06-2017,48.64
05-06-2017,48.568
06-06-2017,46.924
07-06-2017,47.91
08-06-2017,45.208
09-06-2017,47.09
10-06-2017,48.262
11-06-2017,44.624
12-06-2017,46.384
13-06-2017,50.118
14-06-2017,45.752
15-06-2017,47.066
16-06-2017,46.154
17-06-2017,49.292
18-06-2017,42.558
19-06-2017,47.276
20-06-2017,45
21-06-2017,45.968
22-06-2017,46.794
23-06-2017,47.238
24-06-2017,45.938
25-06-2017,43.736
26-06-2017,48.17
27-06-2017,42.934
28-06-2017,47.418
29-06-2017,44.982
30-06-2017,47.41
01-07-2017,46.292
02-07-2017,42.8
03-07-2017,45.234
04-07-2017,45.222
05-07-2017,45.422
06-07-2017,49.86
07-07-2017,42.7
08-07-2017,46.55
09-07-2017,43.682
10-07-2017,47.512
11-07-2017,45.622
12-07-2017,45.516
13-07-2017,48.944
14-07-2017,43.686
15-07-2017,46.738
16-07-2017,46.948
17-07-2017,42.746
18-07-2017,44.82
19-07-2017,45.862
20-07-2017,47.516
21-07-2017,43.786
22-07-2017,47.966
23-07-2017,47.16
24-07-2017,44.46
25-07-2017,47.488
26-07-2017,46.268
27-07-2017,47.254
28-07-2017,44.39
29-07-2017,45.68
30-07-2017,46.666
31-07-2017,48.236
01-08-2017,46.29
02-08-2017,43.602
03-08-2017,48.174
04-08-2017,45.47
05-08-2017,48.402
06-08-2017,45.39
07-08-2017,47.592
08-08-2017,44.494
09-08-2017,44.724
10-08-2017,45.938
11-08-2017,45.564
12-08-2017,45.4
13-08-2017,47.23
14-08-2017,46.318
15-08-2017,46.596
16-08-2017,43.99
17-08-2017,45.452
18-08-2017,47.982
19-08-2017,47.91
20-08-2017,44.342
21-08-2017,45.822
22-08-2017,48.686
23-08-2017,45.258
